,a,b,c,d,e,f,X,Y,Sum_Total,Sum_ml,slots_usage
546,0,2,18,0,22,22,1144,296,64,1440,4
547,0,2,18,0,26,4,1000,296,50,1296,4
548,0,2,18,0,26,13,1144,296,59,1440,4
549,0,2,18,0,30,4,1144,296,54,1440,4
550,0,2,22,0,17,21,948,348,62,1296,4
551,0,2,22,0,21,12,948,348,57,1296,4
552,0,2,22,0,25,3,948,348,52,1296,4
553,0,2,22,0,25,12,1092,348,61,1440,4
554,0,2,22,0,29,3,1092,348,56,1440,4
555,0,2,22,0,33,3,1236,348,60,1584,4
556,0,2,22,0,37,3,1380,348,64,1728,4
557,0,2,26,0,24,11,1040,400,63,1440,4
558,0,2,26,0,28,2,1040,400,58,1440,4
559,0,2,26,0,32,2,1184,400,62,1584,4
560,0,2,26,4,0,29,1040,400,61,1440,4
561,0,2,26,5,0,20,1040,400,53,1440,4
562,0,2,26,5,0,29,1184,400,62,1584,4
563,0,2,26,6,0,11,1040,400,45,1440,4
564,0,2,26,6,0,20,1184,400,54,1584,4
565,0,2,26,6,0,29,1328,400,63,1728,4
566,0,2,26,7,0,2,1040,400,37,1440,4
567,0,2,26,7,0,11,1184,400,46,1584,4
568,0,2,26,7,0,20,1328,400,55,1728,4
569,0,2,26,7,0,29,1472,400,64,1872,4
570,0,2,26,8,0,2,1184,400,38,1584,4
571,0,2,26,8,0,11,1328,400,47,1728,4
572,0,2,26,8,0,20,1472,400,56,1872,4
573,0,2,26,9,0,2,1328,400,39,1728,4
574,0,2,26,9,0,11,1472,400,48,1872,4
575,0,2,26,10,0,2,1472,400,40,1872,4
576,0,2,30,0,31,1,1132,452,64,1584,4
577,0,2,34,2,26,0,1224,504,64,1728,4
578,0,2,34,3,22,0,1224,504,61,1728,4
579,0,2,34,4,18,0,1224,504,58,1728,4
580,0,2,34,4,22,0,1368,504,62,1872,4
581,0,2,34,5,14,0,1224,504,55,1728,4
582,0,2,34,5,18,0,1368,504,59,1872,4
583,0,2,34,5,22,0,1512,504,63,2016,4
584,0,2,34,6,10,0,1224,504,52,1728,4
585,0,2,34,6,14,0,1368,504,56,1872,4
586,0,2,34,6,18,0,1512,504,60,2016,4
587,0,2,34,6,22,0,1656,504,64,2160,4
588,0,2,34,7,6,0,1224,504,49,1728,4
589,0,2,34,7,10,0,1368,504,53,1872,4
590,0,2,34,7,14,0,1512,504,57,2016,4
591,0,2,34,7,18,0,1656,504,61,2160,4
592,0,2,34,8,2,0,1224,504,46,1728,4
593,0,2,34,8,6,0,1368,504,50,1872,4
594,0,2,34,8,10,0,1512,504,54,2016,4
595,0,2,34,8,14,0,1656,504,58,2160,4
596,0,2,34,8,18,0,1800,504,62,2304,4
597,0,2,34,9,2,0,1368,504,47,1872,4
598,0,2,34,9,6,0,1512,504,51,2016,4
599,0,2,34,9,10,0,1656,504,55,2160,4
600,0,2,34,9,14,0,1800,504,59,2304,4
601,0,2,34,9,18,0,1944,504,63,2448,4
602,0,2,34,10,2,0,1512,504,48,2016,4
603,0,2,34,10,6,0,1656,504,52,2160,4
604,0,2,34,10,10,0,1800,504,56,2304,4
605,0,2,34,10,14,0,1944,504,60,2448,4
606,0,2,34,11,2,0,1656,504,49,2160,4
607,0,2,34,11,6,0,1800,504,53,2304,4
608,0,2,34,11,10,0,1944,504,57,2448,4
609,0,2,34,12,2,0,1800,504,50,2304,4
610,0,2,34,12,6,0,1944,504,54,2448,4
611,0,2,34,13,2,0,1944,504,51,2448,4
612,0,2,42,10,0,7,1552,608,61,2160,4
613,0,2,42,11,0,7,1696,608,62,2304,4
614,0,2,42,12,0,7,1840,608,63,2448,4
615,0,2,42,13,0,7,1984,608,64,2592,4
616,0,3,3,0,3,21,444,132,30,576,4
617,0,3,3,0,7,12,444,132,25,576,4
618,0,3,3,0,11,3,444,132,20,576,4
619,0,3,7,0,2,29,536,184,41,720,4
620,0,3,7,0,2,38,680,184,50,864,4
621,0,3,7,0,6,20,536,184,36,720,4
622,0,3,7,0,6,29,680,184,45,864,4
623,0,3,7,0,10,11,536,184,31,720,4
624,0,3,7,0,10,20,680,184,40,864,4
625,0,3,7,0,14,2,536,184,26,720,4
626,0,3,7,0,14,11,680,184,35,864,4
627,0,3,7,0,18,2,680,184,30,864,4
628,0,3,11,0,1,37,628,236,52,864,4
629,0,3,11,0,1,46,772,236,61,1008,4
630,0,3,11,0,5,28,628,236,47,864,4
631,0,3,11,0,5,37,772,236,56,1008,4
632,0,3,11,0,9,19,628,236,42,864,4
633,0,3,11,0,9,28,772,236,51,1008,4
634,0,3,11,0,9,37,916,236,60,1152,4
635,0,3,11,0,13,10,628,236,37,864,4
636,0,3,11,0,13,19,772,236,46,1008,4
637,0,3,11,0,13,28,916,236,55,1152,4
638,0,3,11,0,17,1,628,236,32,864,4
639,0,3,11,0,17,10,772,236,41,1008,4
640,0,3,11,0,17,19,916,236,50,1152,4
641,0,3,11,0,21,1,772,236,36,1008,4
642,0,3,11,0,21,10,916,236,45,1152,4
643,0,3,11,0,25,1,916,236,40,1152,4
644,0,3,15,0,0,45,720,288,63,1008,3
645,0,3,15,0,4,36,720,288,58,1008,4
646,0,3,15,0,8,27,720,288,53,1008,4
647,0,3,15,0,8,36,864,288,62,1152,4
648,0,3,15,0,12,18,720,288,48,1008,4
649,0,3,15,0,12,27,864,288,57,1152,4
650,0,3,15,0,16,9,720,288,43,1008,4
651,0,3,15,0,16,18,864,288,52,1152,4
652,0,3,15,0,16,27,1008,288,61,1296,4
653,0,3,15,0,20,0,720,288,38,1008,3
654,0,3,15,0,20,9,864,288,47,1152,4
655,0,3,15,0,20,18,1008,288,56,1296,4
656,0,3,15,0,24,0,864,288,42,1152,3
657,0,3,15,0,24,9,1008,288,51,1296,4
658,0,3,15,0,24,18,1152,288,60,1440,4
659,0,3,15,0,28,0,1008,288,46,1296,3
660,0,3,15,0,28,9,1152,288,55,1440,4
661,0,3,15,0,32,0,1152,288,50,1440,3
662,0,3,15,1,0,36,720,288,55,1008,4
663,0,3,15,1,0,45,864,288,64,1152,4
664,0,3,15,1,16,0,720,288,35,1008,4
665,0,3,15,1,20,0,864,288,39,1152,4
666,0,3,15,1,24,0,1008,288,43,1296,4
667,0,3,15,1,28,0,1152,288,47,1440,4
668,0,3,15,2,0,27,720,288,47,1008,4
669,0,3,15,2,0,36,864,288,56,1152,4
670,0,3,15,2,12,0,720,288,32,1008,4
671,0,3,15,2,16,0,864,288,36,1152,4
672,0,3,15,2,20,0,1008,288,40,1296,4
673,0,3,15,2,24,0,1152,288,44,1440,4
674,0,3,15,3,0,18,720,288,39,1008,4
675,0,3,15,3,0,27,864,288,48,1152,4
676,0,3,15,3,0,36,1008,288,57,1296,4
677,0,3,15,3,8,0,720,288,29,1008,4
678,0,3,15,3,12,0,864,288,33,1152,4
679,0,3,15,3,16,0,1008,288,37,1296,4
680,0,3,15,3,20,0,1152,288,41,1440,4
681,0,3,15,4,0,9,720,288,31,1008,4
682,0,3,15,4,0,18,864,288,40,1152,4
683,0,3,15,4,0,27,1008,288,49,1296,4
684,0,3,15,4,0,36,1152,288,58,1440,4
685,0,3,15,4,4,0,720,288,26,1008,4
686,0,3,15,4,8,0,864,288,30,1152,4
687,0,3,15,4,12,0,1008,288,34,1296,4
688,0,3,15,4,16,0,1152,288,38,1440,4
689,0,3,15,5,0,0,720,288,23,1008,3
690,0,3,15,5,0,9,864,288,32,1152,4
691,0,3,15,5,0,18,1008,288,41,1296,4
692,0,3,15,5,0,27,1152,288,50,1440,4
693,0,3,15,5,4,0,864,288,27,1152,4
694,0,3,15,5,8,0,1008,288,31,1296,4
695,0,3,15,5,12,0,1152,288,35,1440,4
696,0,3,15,6,0,0,864,288,24,1152,3
697,0,3,15,6,0,9,1008,288,33,1296,4
698,0,3,15,6,0,18,1152,288,42,1440,4
699,0,3,15,6,4,0,1008,288,28,1296,4
700,0,3,15,6,8,0,1152,288,32,1440,4
701,0,3,15,7,0,0,1008,288,25,1296,3
702,0,3,15,7,0,9,1152,288,34,1440,4
703,0,3,15,7,4,0,1152,288,29,1440,4
704,0,3,15,8,0,0,1152,288,26,1440,3
705,0,3,19,0,7,35,812,340,64,1152,4
706,0,3,19,0,11,26,812,340,59,1152,4
707,0,3,19,0,15,17,812,340,54,1152,4
708,0,3,19,0,15,26,956,340,63,1296,4
709,0,3,19,0,19,8,812,340,49,1152,4
710,0,3,19,0,19,17,956,340,58,1296,4
711,0,3,19,0,23,8,956,340,53,1296,4
712,0,3,19,0,23,17,1100,340,62,1440,4
713,0,3,19,0,27,8,1100,340,57,1440,4
714,0,3,19,0,31,8,1244,340,61,1584,4
715,0,3,23,0,22,16,1048,392,64,1440,4
716,0,3,23,0,26,7,1048,392,59,1440,4
717,0,3,23,0,30,7,1192,392,63,1584,4
718,0,3,31,6,0,23,1232,496,63,1728,4
719,0,3,31,7,0,14,1232,496,55,1728,4
720,0,3,31,7,0,23,1376,496,64,1872,4
721,0,3,31,8,0,5,1232,496,47,1728,4
722,0,3,31,8,0,14,1376,496,56,1872,4
723,0,3,31,9,0,5,1376,496,48,1872,4
724,0,3,31,9,0,14,1520,496,57,2016,4
725,0,3,31,10,0,5,1520,496,49,2016,4
726,0,3,31,10,0,14,1664,496,58,2160,4
727,0,3,31,11,0,5,1664,496,50,2160,4
728,0,3,31,11,0,14,1808,496,59,2304,4
729,0,3,31,12,0,5,1808,496,51,2304,4
730,0,3,31,12,0,14,1952,496,60,2448,4
731,0,3,31,13,0,5,1952,496,52,2448,4
732,0,3,47,12,0,1,1744,704,63,2448,4
733,0,3,47,13,0,1,1888,704,64,2592,4
734,0,4,0,0,1,17,308,124,22,432,3
735,0,4,0,0,1,26,452,124,31,576,3
736,0,4,0,0,5,8,308,124,17,432,3
737,0,4,0,0,5,17,452,124,26,576,3
738,0,4,0,0,9,8,452,124,21,576,3
739,0,4,0,1,1,8,308,124,14,432,4
740,0,4,0,1,1,17,452,124,23,576,4
741,0,4,0,1,5,8,452,124,18,576,4
742,0,4,0,2,1,8,452,124,15,576,4
743,0,4,4,0,0,34,544,176,42,720,3
744,0,4,4,0,0,43,688,176,51,864,3
745,0,4,4,0,4,25,544,176,37,720,4
746,0,4,4,0,4,34,688,176,46,864,4
747,0,4,4,0,8,16,544,176,32,720,4
748,0,4,4,0,8,25,688,176,41,864,4
749,0,4,4,0,12,7,544,176,27,720,4
750,0,4,4,0,12,16,688,176,36,864,4
751,0,4,4,0,16,7,688,176,31,864,4
752,0,4,4,1,0,25,544,176,34,720,4
753,0,4,4,1,0,34,688,176,43,864,4
754,0,4,4,2,0,16,544,176,26,720,4
755,0,4,4,2,0,25,688,176,35,864,4
756,0,4,4,3,0,7,544,176,18,720,4
757,0,4,4,3,0,16,688,176,27,864,4
758,0,4,4,4,0,7,688,176,19,864,4
759,0,4,8,0,3,33,636,228,48,864,4
760,0,4,8,0,3,42,780,228,57,1008,4
761,0,4,8,0,7,24,636,228,43,864,4
762,0,4,8,0,7,33,780,228,52,1008,4
763,0,4,8,0,11,15,636,228,38,864,4
764,0,4,8,0,11,24,780,228,47,1008,4
765,0,4,8,0,15,6,636,228,33,864,4
766,0,4,8,0,15,15,780,228,42,1008,4
767,0,4,8,0,19,6,780,228,37,1008,4
768,0,4,12,0,2,41,728,280,59,1008,4
769,0,4,12,0,6,32,728,280,54,1008,4
770,0,4,12,0,6,41,872,280,63,1152,4
771,0,4,12,0,10,23,728,280,49,1008,4
772,0,4,12,0,10,32,872,280,58,1152,4
773,0,4,12,0,14,14,728,280,44,1008,4
774,0,4,12,0,14,23,872,280,53,1152,4
775,0,4,12,0,14,32,1016,280,62,1296,4
776,0,4,12,0,18,5,728,280,39,1008,4
777,0,4,12,0,18,14,872,280,48,1152,4
778,0,4,12,0,18,23,1016,280,57,1296,4
779,0,4,12,0,22,5,872,280,43,1152,4
780,0,4,12,0,22,14,1016,280,52,1296,4
781,0,4,12,0,26,5,1016,280,47,1296,4
782,0,4,16,0,9,31,820,332,60,1152,4
783,0,4,16,0,13,22,820,332,55,1152,4
784,0,4,16,0,13,31,964,332,64,1296,4
785,0,4,16,0,17,13,820,332,50,1152,4
786,0,4,16,0,17,22,964,332,59,1296,4
787,0,4,16,0,21,4,820,332,45,1152,4
788,0,4,16,0,21,13,964,332,54,1296,4
789,0,4,16,0,21,22,1108,332,63,1440,4
790,0,4,16,0,25,4,964,332,49,1296,4
791,0,4,16,0,25,13,1108,332,58,1440,4
792,0,4,16,0,29,4,1108,332,53,1440,4
793,0,4,16,0,29,13,1252,332,62,1584,4
794,0,4,16,0,33,4,1252,332,57,1584,4
795,0,4,20,0,16,21,912,384,61,1296,4
796,0,4,20,0,20,12,912,384,56,1296,4
797,0,4,20,0,24,3,912,384,51,1296,4
798,0,4,20,0,24,12,1056,384,60,1440,4
799,0,4,20,0,28,3,1056,384,55,1440,4
800,0,4,20,0,28,12,1200,384,64,1584,4
801,0,4,20,0,32,3,1200,384,59,1584,4
802,0,4,20,0,36,3,1344,384,63,1728,4
803,0,4,20,3,0,30,912,384,57,1296,4
804,0,4,20,4,0,21,912,384,49,1296,4
805,0,4,20,4,0,30,1056,384,58,1440,4
806,0,4,20,5,0,12,912,384,41,1296,4
807,0,4,20,5,0,21,1056,384,50,1440,4
808,0,4,20,5,0,30,1200,384,59,1584,4
809,0,4,20,6,0,3,912,384,33,1296,4
810,0,4,20,6,0,12,1056,384,42,1440,4
811,0,4,20,6,0,21,1200,384,51,1584,4
812,0,4,20,6,0,30,1344,384,60,1728,4
813,0,4,20,7,0,3,1056,384,34,1440,4
814,0,4,20,7,0,12,1200,384,43,1584,4
815,0,4,20,7,0,21,1344,384,52,1728,4
816,0,4,20,7,0,30,1488,384,61,1872,4
817,0,4,20,8,0,3,1200,384,35,1584,4
818,0,4,20,8,0,12,1344,384,44,1728,4
819,0,4,20,8,0,21,1488,384,53,1872,4
820,0,4,20,9,0,3,1344,384,36,1728,4
821,0,4,20,9,0,12,1488,384,45,1872,4
822,0,4,20,10,0,3,1488,384,37,1872,4
823,0,4,24,0,31,2,1148,436,61,1584,4
824,0,4,32,3,25,0,1332,540,64,1872,4
825,0,4,32,4,21,0,1332,540,61,1872,4
826,0,4,32,5,17,0,1332,540,58,1872,4
827,0,4,32,5,21,0,1476,540,62,2016,4
828,0,4,32,6,13,0,1332,540,55,1872,4
829,0,4,32,6,17,0,1476,540,59,2016,4
830,0,4,32,6,21,0,1620,540,63,2160,4
831,0,4,32,7,9,0,1332,540,52,1872,4
832,0,4,32,7,13,0,1476,540,56,2016,4
833,0,4,32,7,17,0,1620,540,60,2160,4
834,0,4,32,7,21,0,1764,540,64,2304,4
835,0,4,32,8,5,0,1332,540,49,1872,4
836,0,4,32,8,9,0,1476,540,53,2016,4
837,0,4,32,8,13,0,1620,540,57,2160,4
838,0,4,32,8,17,0,1764,540,61,2304,4
839,0,4,32,9,1,0,1332,540,46,1872,4
840,0,4,32,9,5,0,1476,540,50,2016,4
841,0,4,32,9,9,0,1620,540,54,2160,4
842,0,4,32,9,13,0,1764,540,58,2304,4
843,0,4,32,9,17,0,1908,540,62,2448,4
844,0,4,32,10,1,0,1476,540,47,2016,4
845,0,4,32,10,5,0,1620,540,51,2160,4
846,0,4,32,10,9,0,1764,540,55,2304,4
847,0,4,32,10,13,0,1908,540,59,2448,4
848,0,4,32,10,17,0,2052,540,63,2592,4
849,0,4,32,11,1,0,1620,540,48,2160,4
850,0,4,32,11,5,0,1764,540,52,2304,4
851,0,4,32,11,9,0,1908,540,56,2448,4
852,0,4,32,11,13,0,2052,540,60,2592,4
853,0,4,32,12,1,0,1764,540,49,2304,4
854,0,4,32,12,5,0,1908,540,53,2448,4
855,0,4,32,12,9,0,2052,540,57,2592,4
856,0,4,32,13,1,0,1908,540,50,2448,4
857,0,4,32,13,5,0,2052,540,54,2592,4
858,0,4,32,14,1,0,2052,540,51,2592,4
859,0,4,36,9,0,8,1424,592,57,2016,4
860,0,4,36,10,0,8,1568,592,58,2160,4
861,0,4,36,11,0,8,1712,592,59,2304,4
862,0,4,36,12,0,8,1856,592,60,2448,4
863,0,4,36,13,0,8,2000,592,61,2592,4
864,0,4,36,14,0,8,2144,592,62,2736,4
865,0,4,36,15,0,8,2288,592,63,2880,4
866,0,5,1,0,2,21,408,168,29,576,4
867,0,5,1,0,2,30,552,168,38,720,4
868,0,5,1,0,6,12,408,168,24,576,4
869,0,5,1,0,6,21,552,168,33,720,4
870,0,5,1,0,10,3,408,168,19,576,4
871,0,5,1,0,10,12,552,168,28,720,4
872,0,5,1,0,14,3,552,168,23,720,4
873,0,5,5,0,1,38,644,220,49,864,4
874,0,5,5,0,1,47,788,220,58,1008,4
875,0,5,5,0,5,29,644,220,44,864,4
876,0,5,5,0,5,38,788,220,53,1008,4
877,0,5,5,0,9,20,644,220,39,864,4
878,0,5,5,0,9,29,788,220,48,1008,4
879,0,5,5,0,13,11,644,220,34,864,4
880,0,5,5,0,13,20,788,220,43,1008,4
881,0,5,5,0,17,2,644,220,29,864,4
882,0,5,5,0,17,11,788,220,38,1008,4
883,0,5,5,0,21,2,788,220,33,1008,4
884,0,5,9,0,0,46,736,272,60,1008,3
885,0,5,9,0,4,37,736,272,55,1008,4
886,0,5,9,0,4,46,880,272,64,1152,4
887,0,5,9,0,8,28,736,272,50,1008,4
888,0,5,9,0,8,37,880,272,59,1152,4
889,0,5,9,0,12,19,736,272,45,1008,4
890,0,5,9,0,12,28,880,272,54,1152,4
891,0,5,9,0,12,37,1024,272,63,1296,4
892,0,5,9,0,16,10,736,272,40,1008,4
893,0,5,9,0,16,19,880,272,49,1152,4
894,0,5,9,0,16,28,1024,272,58,1296,4
895,0,5,9,0,20,1,736,272,35,1008,4
896,0,5,9,0,20,10,880,272,44,1152,4
897,0,5,9,0,20,19,1024,272,53,1296,4
898,0,5,9,0,24,1,880,272,39,1152,4
899,0,5,9,0,24,10,1024,272,48,1296,4
900,0,5,9,0,28,1,1024,272,43,1296,4
901,0,5,9,1,0,37,736,272,52,1008,4
902,0,5,9,1,0,46,880,272,61,1152,4
903,0,5,9,2,0,28,736,272,44,1008,4
904,0,5,9,2,0,37,880,272,53,1152,4
905,0,5,9,2,0,46,1024,272,62,1296,4
906,0,5,9,3,0,19,736,272,36,1008,4
907,0,5,9,3,0,28,880,272,45,1152,4
908,0,5,9,3,0,37,1024,272,54,1296,4
909,0,5,9,4,0,10,736,272,28,1008,4
910,0,5,9,4,0,19,880,272,37,1152,4
911,0,5,9,4,0,28,1024,272,46,1296,4
912,0,5,9,5,0,1,736,272,20,1008,4
913,0,5,9,5,0,10,880,272,29,1152,4
914,0,5,9,5,0,19,1024,272,38,1296,4
915,0,5,9,6,0,1,880,272,21,1152,4
916,0,5,9,6,0,10,1024,272,30,1296,4
917,0,5,9,7,0,1,1024,272,22,1296,4
918,0,5,13,0,7,36,828,324,61,1152,4
919,0,5,13,0,11,27,828,324,56,1152,4
920,0,5,13,0,15,18,828,324,51,1152,4
921,0,5,13,0,15,27,972,324,60,1296,4
922,0,5,13,0,19,9,828,324,46,1152,4
923,0,5,13,0,19,18,972,324,55,1296,4
924,0,5,13,0,19,27,1116,324,64,1440,4
925,0,5,13,0,23,0,828,324,41,1152,3
926,0,5,13,0,23,9,972,324,50,1296,4
927,0,5,13,0,23,18,1116,324,59,1440,4
928,0,5,13,0,27,0,972,324,45,1296,3
929,0,5,13,0,27,9,1116,324,54,1440,4
930,0,5,13,0,27,18,1260,324,63,1584,4
931,0,5,13,0,31,0,1116,324,49,1440,3
932,0,5,13,0,31,9,1260,324,58,1584,4
933,0,5,13,0,35,0,1260,324,53,1584,3
934,0,5,13,1,19,0,828,324,38,1152,4
935,0,5,13,1,23,0,972,324,42,1296,4
936,0,5,13,1,27,0,1116,324,46,1440,4
937,0,5,13,1,31,0,1260,324,50,1584,4
938,0,5,13,2,15,0,828,324,35,1152,4
939,0,5,13,2,19,0,972,324,39,1296,4
940,0,5,13,2,23,0,1116,324,43,1440,4
941,0,5,13,2,27,0,1260,324,47,1584,4
942,0,5,13,3,11,0,828,324,32,1152,4
943,0,5,13,3,15,0,972,324,36,1296,4
944,0,5,13,3,19,0,1116,324,40,1440,4
945,0,5,13,3,23,0,1260,324,44,1584,4
946,0,5,13,4,7,0,828,324,29,1152,4
947,0,5,13,4,11,0,972,324,33,1296,4
948,0,5,13,4,15,0,1116,324,37,1440,4
949,0,5,13,4,19,0,1260,324,41,1584,4
950,0,5,13,5,3,0,828,324,26,1152,4
951,0,5,13,5,7,0,972,324,30,1296,4
952,0,5,13,5,11,0,1116,324,34,1440,4
953,0,5,13,5,15,0,1260,324,38,1584,4
954,0,5,13,6,3,0,972,324,27,1296,4
955,0,5,13,6,7,0,1116,324,31,1440,4
956,0,5,13,6,11,0,1260,324,35,1584,4
957,0,5,13,7,3,0,1116,324,28,1440,4
958,0,5,13,7,7,0,1260,324,32,1584,4
959,0,5,13,8,3,0,1260,324,29,1584,4
960,0,5,17,0,14,26,920,376,62,1296,4
961,0,5,17,0,18,17,920,376,57,1296,4
962,0,5,17,0,22,8,920,376,52,1296,4
963,0,5,17,0,22,17,1064,376,61,1440,4
964,0,5,17,0,26,8,1064,376,56,1440,4
965,0,5,17,0,30,8,1208,376,60,1584,4
966,0,5,17,0,34,8,1352,376,64,1728,4
967,0,5,21,0,21,16,1012,428,63,1440,4
968,0,5,21,0,25,7,1012,428,58,1440,4
969,0,5,21,0,29,7,1156,428,62,1584,4
970,0,5,25,6,0,24,1248,480,60,1728,4
971,0,5,25,7,0,15,1248,480,52,1728,4
972,0,5,25,7,0,24,1392,480,61,1872,4
973,0,5,25,8,0,6,1248,480,44,1728,4
974,0,5,25,8,0,15,1392,480,53,1872,4
975,0,5,25,8,0,24,1536,480,62,2016,4
976,0,5,25,9,0,6,1392,480,45,1872,4
977,0,5,25,9,0,15,1536,480,54,2016,4
978,0,5,25,9,0,24,1680,480,63,2160,4
979,0,5,25,10,0,6,1536,480,46,2016,4
980,0,5,25,10,0,15,1680,480,55,2160,4
981,0,5,25,10,0,24,1824,480,64,2304,4
982,0,5,25,11,0,6,1680,480,47,2160,4
983,0,5,25,11,0,15,1824,480,56,2304,4
984,0,5,25,12,0,6,1824,480,48,2304,4
985,0,5,41,11,0,2,1616,688,59,2304,4
986,0,5,41,12,0,2,1760,688,60,2448,4
987,0,5,41,13,0,2,1904,688,61,2592,4
988,0,5,41,14,0,2,2048,688,62,2736,4
989,0,5,41,15,0,2,2192,688,63,2880,4
990,0,5,41,16,0,2,2336,688,64,3024,4
991,0,6,2,0,3,25,508,212,36,720,4
992,0,6,2,0,3,34,652,212,45,864,4
993,0,6,2,0,3,43,796,212,54,1008,4
994,0,6,2,0,7,16,508,212,31,720,4
995,0,6,2,0,7,25,652,212,40,864,4
996,0,6,2,0,7,34,796,212,49,1008,4
997,0,6,2,0,11,7,508,212,26,720,4
998,0,6,2,0,11,16,652,212,35,864,4
999,0,6,2,0,11,25,796,212,44,1008,4
1000,0,6,2,0,15,7,652,212,30,864,4
1001,0,6,2,0,15,16,796,212,39,1008,4
1002,0,6,2,0,19,7,796,212,34,1008,4
1003,0,6,6,0,2,42,744,264,56,1008,4
1004,0,6,6,0,6,33,744,264,51,1008,4
1005,0,6,6,0,6,42,888,264,60,1152,4
1006,0,6,6,0,10,24,744,264,46,1008,4
1007,0,6,6,0,10,33,888,264,55,1152,4
1008,0,6,6,0,10,42,1032,264,64,1296,4
1009,0,6,6,0,14,15,744,264,41,1008,4
1010,0,6,6,0,14,24,888,264,50,1152,4
1011,0,6,6,0,14,33,1032,264,59,1296,4
1012,0,6,6,0,18,6,744,264,36,1008,4
1013,0,6,6,0,18,15,888,264,45,1152,4
1014,0,6,6,0,18,24,1032,264,54,1296,4
1015,0,6,6,0,22,6,888,264,40,1152,4
1016,0,6,6,0,22,15,1032,264,49,1296,4
1017,0,6,6,0,26,6,1032,264,44,1296,4
1018,0,6,10,0,5,41,836,316,62,1152,4
1019,0,6,10,0,9,32,836,316,57,1152,4
1020,0,6,10,0,13,23,836,316,52,1152,4
1021,0,6,10,0,13,32,980,316,61,1296,4
1022,0,6,10,0,17,14,836,316,47,1152,4
1023,0,6,10,0,17,23,980,316,56,1296,4
1024,0,6,10,0,21,5,836,316,42,1152,4
1025,0,6,10,0,21,14,980,316,51,1296,4
1026,0,6,10,0,21,23,1124,316,60,1440,4
1027,0,6,10,0,25,5,980,316,46,1296,4
1028,0,6,10,0,25,14,1124,316,55,1440,4
1029,0,6,10,0,29,5,1124,316,50,1440,4
1030,0,6,14,0,12,31,928,368,63,1296,4
1031,0,6,14,0,16,22,928,368,58,1296,4
1032,0,6,14,0,20,13,928,368,53,1296,4
1033,0,6,14,0,20,22,1072,368,62,1440,4
1034,0,6,14,0,24,4,928,368,48,1296,4
1035,0,6,14,0,24,13,1072,368,57,1440,4
1036,0,6,14,0,28,4,1072,368,52,1440,4
1037,0,6,14,0,28,13,1216,368,61,1584,4
1038,0,6,14,0,32,4,1216,368,56,1584,4
1039,0,6,14,0,36,4,1360,368,60,1728,4
1040,0,6,14,2,0,40,928,368,62,1296,4
1041,0,6,14,3,0,31,928,368,54,1296,4
1042,0,6,14,3,0,40,1072,368,63,1440,4
1043,0,6,14,4,0,22,928,368,46,1296,4
1044,0,6,14,4,0,31,1072,368,55,1440,4
1045,0,6,14,4,0,40,1216,368,64,1584,4
1046,0,6,14,5,0,13,928,368,38,1296,4
1047,0,6,14,5,0,22,1072,368,47,1440,4
1048,0,6,14,5,0,31,1216,368,56,1584,4
1049,0,6,14,6,0,4,928,368,30,1296,4
1050,0,6,14,6,0,13,1072,368,39,1440,4
1051,0,6,14,6,0,22,1216,368,48,1584,4
1052,0,6,14,6,0,31,1360,368,57,1728,4
1053,0,6,14,7,0,4,1072,368,31,1440,4
1054,0,6,14,7,0,13,1216,368,40,1584,4
1055,0,6,14,7,0,22,1360,368,49,1728,4
1056,0,6,14,8,0,4,1216,368,32,1584,4
1057,0,6,14,8,0,13,1360,368,41,1728,4
1058,0,6,14,9,0,4,1360,368,33,1728,4
1059,0,6,18,0,19,21,1020,420,64,1440,4
1060,0,6,18,0,23,12,1020,420,59,1440,4
1061,0,6,18,0,27,3,1020,420,54,1440,4
1062,0,6,18,0,27,12,1164,420,63,1584,4
1063,0,6,18,0,31,3,1164,420,58,1584,4
1064,0,6,18,0,35,3,1308,420,62,1728,4
1065,0,6,22,0,30,2,1112,472,60,1584,4
1066,0,6,22,0,34,2,1256,472,64,1728,4
1067,0,6,30,4,24,0,1440,576,64,2016,4
1068,0,6,30,5,20,0,1440,576,61,2016,4
1069,0,6,30,6,16,0,1440,576,58,2016,4
1070,0,6,30,6,20,0,1584,576,62,2160,4
1071,0,6,30,7,12,0,1440,576,55,2016,4
1072,0,6,30,7,16,0,1584,576,59,2160,4
1073,0,6,30,7,20,0,1728,576,63,2304,4
1074,0,6,30,8,0,18,1440,576,62,2016,4
1075,0,6,30,8,8,0,1440,576,52,2016,4
1076,0,6,30,8,12,0,1584,576,56,2160,4
1077,0,6,30,8,16,0,1728,576,60,2304,4
1078,0,6,30,8,20,0,1872,576,64,2448,4
1079,0,6,30,9,0,9,1440,576,54,2016,4
1080,0,6,30,9,0,18,1584,576,63,2160,4
1081,0,6,30,9,4,0,1440,576,49,2016,4
1082,0,6,30,9,8,0,1584,576,53,2160,4
1083,0,6,30,9,12,0,1728,576,57,2304,4
1084,0,6,30,9,16,0,1872,576,61,2448,4
1085,0,6,30,10,0,0,1440,576,46,2016,3
1086,0,6,30,10,0,9,1584,576,55,2160,4
1087,0,6,30,10,0,18,1728,576,64,2304,4
1088,0,6,30,10,4,0,1584,576,50,2160,4
1089,0,6,30,10,8,0,1728,576,54,2304,4
